time(ms),VPWR(V),VSS(km/h)
1779393195663,13.54,25.0
1779393195677,13.54,25.0
1779393195694,13.53,25.0
1779393195709,13.52,25.0
1779393195726,13.53,25.0
1779393195742,13.54,25.0
1779393195757,13.54,25.0
1779393195775,13.54,25.0
1779393195789,13.54,25.0
1779393195806,13.54,25.0
1779393195822,13.53,25.0
1779393195837,13.52,25.0
1779393195853,13.52,25.0
1779393195871,13.52,25.0
1779393195885,13.53,25.0
1779393195902,13.54,25.0
1779393195917,13.54,25.0
1779393195934,13.54,25.0
1779393195949,13.53,25.0
1779393195965,13.52,25.0
1779393195982,13.52,25.0
1779393195998,13.52,25.0
1779393196015,13.53,25.0
1779393196029,13.54,25.0
1779393196045,13.54,25.0
1779393196061,13.54,25.0
1779393196079,13.53,25.0
1779393196095,13.52,25.0
1779393196109,13.52,25.0
1779393196125,13.52,25.0
1779393196142,13.52,25.0
1779393196158,13.52,25.0
1779393196175,13.53,25.0
1779393196190,13.54,25.0
1779393196206,13.53,25.0
1779393196221,13.52,25.0
